Standardized name	Isolate name	Isolation	Ecological origins	Geographical origins	Collection / Provider	Reference
CRC	Ba-215	Wine	Wine	Italy	University of Basilicata (Angela Capece and Patrizia Romano)	
CRD	FIMA_3	Wine	Wine	Italy	University of Basilicata (Angela Capece and Patrizia Romano)	
CRE	CLQCA_17-111	Termite mound	Insect	Ecuador	National Collection of Yeast Cultures (NCYC)(Stephen A James) and ColecciÃ³n de Levaduras Quito CatÃ³lica (CLQCA)(Enrique Javier Carvajal Barriga)	
CRG	L-846	Wine	Wine	Chile	Pontificia Universidad Catolica de Chile (Claudio Martinez)	
CRH	L-319	Wine	Wine	Chile	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	
CRI	AGME_5I	Wine	Wine	Italy	University of Basilicata (Angela Capece and Patrizia Romano)	
CRK	E1-6	Wine 	Wine	Italy	University of Basilicata (Angela Capece and Patrizia Romano)	
CRL	C-6	Wine conserved in amphora	Wine	Georgia	University of Basilicata (Angela Capece and Patrizia Romano)	7
SACE_GAL	SK1	Lab strain	Lab strain	USA	Rosenstiel Basic Medical Sciences Research Center (James E Haber)	6
SACE_GAP	L1528	Wine	Wine	Chile	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	6
SACE_GAS	UWOPS83-787_3	Opuntia spp.	Nature	Bahamas	University of Western Ontario, Canada (Lachance M.A.)	6
SACE_GAT	UWOPS87-2421	Opuntia spp.	Nature	Hawaii	University of Western Ontario, Canada (Lachance M.A.)	6
SACE_GAV	W303	Lab strain	Lab strain	NA	EUROFAN	6
SACE_MAA	273614N	Royal Victoria Infirmary, Newcastle UK, Galloway A Clinical isolate (Fecal) Mackenzie D	Human, clinical	Newcastle, UK		17
SACE_MAB	378604X	Clinical sputum	Human, clinical	Newcastle, UK		17
SACE_MAL	UWOPS05_227_2	Telok Senangin, Malaysia, Lachance M, 2005 Trigona spp (Stingless bee) collected near Bertam palm flower	Insect	Telok Senangin, Malaysia	University of Western Ontario, Canada (Lachance M.A.)	17
SACE_YAA	YJM189	Unknown	Distillery	NA	Phaff collection	2
SACE_YAB	YJM193	Unknown	Distillery	NA	Phaff collection	2
SACE_YAC	YJM195	Palm wine	Palm wine	Nigeria	Phaff collection	2
SACE_YAD	YJM244	Human	Human, clinical	Romania	Phaff collection	2
SACE_YAE	YJM248	Faeces	Human	NA	Phaff collection	2
SACE_YAF	YJM270	Unknown	Wine	Slovenia	Phaff collection	2
SACE_YAG	YJM271	Brewery	Beer	NA	Phaff collection	2
SACE_YAK	YJM450	Unknown	Human, clinical	California, USA	Phaff collection	2
SACE_YAL	YJM451	Unknown	Human, clinical	NA		2
SACE_YAM	YJM453	Unknown	Human, clinical	NA	Phaff collection	2
SACE_YAN	YJM456	Unknown	Human, clinical	California, USA	Phaff collection	2
SACE_YAP	YJM541	Unknown	Human, clinical	California, USA	Phaff collection	2
SACE_YAQ	YJM554	Unknown	Human, clinical	California, USA	Phaff collection	2
SACE_YAR	YJM555	Unknown	Human, clinical	California, USA	Phaff collection	2
SACE_YAT	YJM681	Unknown	Human, clinical	California, USA	Phaff collection	2
SACE_YAU	YJM682	Unknown	Human, clinical	Texas, USA	Phaff collection	2
SACE_YAV	YJM683	Unknown	Human, clinical	Texas, USA	Phaff collection	2
SACE_YAW	YJM689	Unknown	Human, clinical	Texas, USA	Phaff collection	2
SACE_YAX	YJM693	Unknown	Human, clinical	Texas, USA	Phaff collection	2
SACE_YAY	YJM969	Unknown	Human, clinical	Italy	Phaff collection	2
SACE_YAZ	YJM972	Unknown	Human, clinical	Italy	Phaff collection	2
SACE_YBA	YJM975	Vagina	Human, clinical	Italy	Phaff collection	2
SACE_YBB	YJM978	Vagina	Human, clinical	Italy	Phaff collection	2
SACE_YBE	YJM987	Unknown	Human, clinical	Italy	Phaff collection	2
SACE_YBF	YJM980	Unknown	Human, clinical	Italy	Phaff collection	2
SACE_YBG	YJM993	Unknown	Human, clinical	Italy	Phaff collection	2
SACE_YBH	YJM996	Unknown	Human, clinical	Italy	Phaff collection	2
SACE_YBJ	YJM1190	Unknown	Human, clinical	Michigan, USA	Phaff collection	2
SACE_YBK	YJM1199	Unknown	Human, clinical	Michigan, USA	Phaff collection	2
SACE_YBL	YJM1202	Unknown	Human, clinical	Michigan, USA	Phaff collection	2
SACE_YBM	YJM1208	Unknown	Human, clinical	Michigan, USA		2
SACE_YBN	YJM1242	Unknown	Fruit	Illinois, USA		2
SACE_YBO	YJM1244	Unknown	Fruit	Indonesia		2
SACE_YBP	YJM1248	Unknown	Wine	West Africa		2
SACE_YBQ	YJM1250	Sugar cane	Nature	NA	Phaff collection	2
SACE_YBR	YJM1252	Alpechin (waste from olive oil production)	Industrial	Spain	Phaff collection	2
SACE_YBS	YJM1273	Quercus sp. 	Tree	Pennsylvania, USA	Phaff collection	2
SACE_YBT	YJM1304	Unknown	Human, clinical	Texas, USA	Phaff collection	2
SACE_YBU	YJM1307	Unknown	Human, clinical	Washington DC, USA	Phaff collection	2
SACE_YBV	YJM1311	Unknown	Human, clinical	Michigan, USA	Phaff collection	2
SACE_YBW	YJM1326	Unknown	Human, clinical	Minnesota, USA	Phaff collection	2
SACE_YBX	YJM1332	Unknown	Wine	Italy	Phaff collection	2
SACE_YBY	YJM1336	Unknown	Wine	Italy	Phaff collection	2
SACE_YBZ	YJM1338	Sour fig	Fruit	Maryland, USA	Phaff collection	2
SACE_YCA	YJM1341	Unknown	Wine	South Africa	Phaff collection	2
SACE_YCB	YJM1342	Unknown	Soil	South Africa	Phaff collection	2
SACE_YCC	YJM1355	Molasses	Industrial	Illinois, USA	Phaff collection	2
SACE_YCD	YJM1356	Cider	Cider	NA	Phaff collection	2
SACE_YCE	YJM1381	Rum fermentation	Distillery	Trinidad	Phaff collection	2
SACE_YCF	YJM1383	Coconut	Fruit	Philippines	Phaff collection	2
SACE_YCG	YJM1385	Sugar refinery	Industrial	Maryland, USA	Phaff collection	2
SACE_YCH	YJM1386	Sugar cane	Nature	Jamaica	Phaff collection	2
SACE_YCI	YJM1387	Unknown	Wine	Japan	Phaff collection	2
SACE_YCJ	YJM1388	Fermented tapioca	Unknown	Malaya		2
SACE_YCK	YJM1389	Sewage	Industrial	Thailand	Phaff collection	2
SACE_YCL	YJM1399	Wild cherry tree	Tree	NA	Phaff collection	2
SACE_YCM	YJM1400	Guava	Fruit	Philippines	Phaff collection	2
SACE_YCN	YJM1401	Papaya	Fruit	Philippines	Phaff collection	2
SACE_YCO	YJM1402	Wine	Wine	NA	Phaff collection	2
SACE_YCP	YJM1415	Wine	Wine	France	Phaff collection	2
SACE_YCQ	YJM1417	Cider	Cider	NA	Phaff collection	2
SACE_YCR	YJM1418	Quercus sp. 	Tree	Japan	Phaff collection	2
SACE_YCS	YJM1419	Bagasse	Unknown	NA		2
SACE_YCT	YJM1433	Wine	Wine	France		2
SACE_YCU	YJM1434	Oak	Tree	Pennsylvania, USA		2
SACE_YCV	YJM1439	Ginger beer	Beer	West Africa		2
SACE_YCW	YJM1443	Fruit	Fruit	Bahamas		2
SACE_YCX	YJM1444	Cladode	Nature	Hawaii		2
SACE_YCY	YJM1447	Bertam Palm	Tree	Malaysia		2
SACE_YCZ	YJM1450	Clinical	Human, clinical	Kansas, USA		2
SACE_YDA	YJM1460	Palm Wine	Palm wine	Newcastle, UK		2
SACE_YDB	YJM1463	White Tecc	Unknown	Africa		2
SACE_YDC	YJM1477	Blatz beer	Beer	Ethiopia		2
SACE_YDD	YJM1478	Kefyr	Fermentation	Missouri, USA		2
SACE_YDE	YJM1479	Coconut tuba	Palm wine	Phillipines		2
SACE_YDF	YJM1526	Clinical (throat)	Human, clinical	NA		2
SACE_YDG	YJM1527	Prune	Fruit	California, USA		2
SACE_YDH	YJM1549	Fermenting fruit juice	Fermentation	Netherlands		2
SACE_YDI	YJM1573	Fermented food	Unknown	India		2
SACE_YDJ	YJM1574	wine/European	Wine	NA		2
SACE_YDK	YJM1592	Sewage	Industrial	Thailand		2
SACE_YDL	YJM1615	Clinical	Human, clinical	California, USA		2
SACE_YDM	YJM1078	Clinical	Human, clinical	Portugal	Phaff collection	2
SACE_YDN	YJM1083	Clinical	Human, clinical	North Carolina, USA	Phaff collection	2
SACE_YDO	YJM1129	Non-Clinical, segregant of NRRL Y-53 (=NRRL Y-567)	Distillery	Ohio, USA	Phaff collection	2
						
References						
1. Schacherer, J., Shapiro, J.A., Ruderfer, D.M. & Kruglyak, L. Comprehensive polymorphism survey elucidates population structure of Saccharomyces cerevisiae. Nature 458, 342â€“45 (2009).						
2. Strope, P.K. et al. The 100-genomes strains, an S. cerevisiae resource that illuminates its natural phenotypic and genotypic variation and emergence as an opportunistic pathogen. Genome Research 25, 762â€“74 (2015).						
3. Stringini, M., Comitini, F., Taccari, M. & Ciani, M. Yeast diversity during tapping and fermentation of palm wine from Cameroon. Food Microbiology 26, 415â€“20 (2009)						
4. Ciani, M., Mannazzu, I., Marinangeli, P., Clementi, F. & Martini, A. Contribution of winery-resident Saccharomyces cerevisiae strains to spontaneous grape must fermentation. Antonie van Leeuwenhoek 85, 159â€“64 (2004).						
5. Fay, J.C. & Benavides, J.A. Evidence for domesticated and wild populations of Saccharomyces cerevisiae. PLoS Genetics 1, 66-71 (2005).						
6. BergstrÃ¶m, A. et al. A High-Definition view of functional genetic variation from natural yeast genomes. Molecular Biology and Evolution 31, 872â€“88 (2014).						
7. Capece, A., Siesto, G., Poeta, C., Pietrafesa, R. & Romano, P. Indigenous yeast population from Georgian aged wines produced by traditional â€œKakhetianâ€ method. Food Microbiology 36, 447â€“55 (2013).						
8. Stefanini, I., Dapporto, L., et al. Saocial wasp are a Saccharomyces mating nest. PNAS 113, 2247-51 (2016)						
9. Naumov, G.I., Serpova, E.V. & Naumova, E.S. A genetically isolated population of Saccharomyces cerevisiae in Malaysia. Microbiology 75, 201â€“05 (2006).						
10. McCullough, M.J., Clemons, K.V., Farina, C., McCusker, J.H., Stevens, D.A. Epidemiological investigation of vaginal Saccharomyces cerevisiae isolates by a genotypic method. Journal of Clin. Microbiol. 36, 557-62 (1998).						
11. Cubillos, F. A., VÃ£Â¡squez, C., Faugeron, S., Ganga, A.L. & MartÃ£Â­nez, C. Self-fertilization is the main sexual reproduction mechanism in native wine yeast populations. FEMS Microbiology Ecology 67, 162â€“70 (2009).						
12. Cocolin, L., Pepe, V., Comitini, F., Comi, G. & Ciani, M. Enological and genetic traits of isolated from former and modern wineries. FEMS Yeast Research 5, 237â€“45 (2004).						
13. Antonangelo, A.T.B.F., Alonso, D.P., Ribolla, P.E.M. & Colombi, D. , Microsatellite marker-based assessment of the biodiversity of native bioethanol yeast strains.  Yeast 30, 307â€“17 (2013).						
14. van der Aa KÃ¼hle, A., Jesperen, L., Glover, R. L., Diawara, B. & Jakobsen, M. Identification and characterization of Saccharomyces cerevisiae strains isolated from West African sorghum beer. Yeast 18, 1069â€“79 (2001).						
15. Al Safadi,Â R.,Â Weiss-Gayet, M.,Â Briolay, J.,Â Aigle, M. A polyploid population of Saccharomyces cerevisiae with separate sexes (dioecy). FEMS Yeast Res. 10, 757-68 (2010)						
16. Ezov, T.K. et al. Molecular-genetic biodiversity in a natural population of the yeast Saccharomyces cerevisiae from â€œEvolution Canyonâ€: Microsatellite Polymorphism, Ploidy and Controversial Sexual Status. Genetics 174, 1455â€“68 (2006)						
17. Skelly, D. A. et al. Integrative phenomics reveals insight into the structure of phenotypic diversity in budding yeast. Genome Research 23, 1496â€“504 (2013).						
18. Bell, P., Higgins, V. & Attfield, P. Comparison of fermentative capacities of industrial baking and wild-type yeasts of the species Saccharomyces cerevisiae in different sugar media.Â Letters in Applied MicrobiologyÂ 32, 224â€“29 (2001).						
19. HernÃ¡ndez, A. A.O., Taillandier, P., PÃ©rez, D.R., Zapata, J.A.N. & Corona, C.P.L. The effect of hexose ratios on metabolite production in Saccharomyces cerevisiae strains obtained from the spontaneous fermentation of mezcal. Antonie van Leeuwenhoek 103, 833â€“43 (2012).						
20. Angebault, C.C.A. et al., Candida albicans Is Not Always the Preferential Yeast Colonizing Humans: A Study in Wayampi Amerindians. Journal of Infectious Diseases 208, 1705â€“16 (2013).						
21. Jespersen, L., Nielsen, D., Honholt, S. & Jakobsen, M. Occurrence and diversity of yeasts involved in fermentation of West African cocoa beans. FEMS Yeast Research 5, 441â€“53 (2005).						
22. Tapsoba, F.C.A., Legras, J-L., Savadogo, A., Dequin, S. & Traore, A.S. Diversity of Saccharomyces cerevisiae strains isolated from Borassus akeassii palm wines from Burkina Faso in comparison to other African beverages. International Journal of Food Microbiology 211, 128â€“33 (2015).						
23. Ezeronye, O. & Legras, J-L. Genetic analysis of Saccharomyces cerevisiae strains isolated from palm wine in eastern Nigeria. Comparison with other African strains. Journal of Applied Microbiology 106, 1569â€“78 (2009).						
24. Wang, Q-M., Liu, W-Q., Liti, G., Wang, S-A. & Bai, F-Y. Surprisingly diverged populations of Saccharomyces cerevisiaein natural environments remote from human activity. Molecular Ecology 21, 5404â€“17 (2012).						
25. Naumov, G.I., Lee, C-F. & Naumova, E.S. Molecular genetic diversity of the Saccharomyces yeasts in Taiwan: Saccharomyces arboricola, Saccharomyces cerevisiae and Saccharomyces kudriavzevii. Antonie van Leeuwenhoek 103, 217â€“28 (2012).						
26. Nguyen, N.H., Suh, S-O. & Blackwell, M. Five novel Candida species in insect-associated yeast clades isolated from Neuroptera and other insects. Mycologia 99, 842â€“58 (2007).						
27. Sniegowski, P., Dombrowski, P. & Fingerman, E. Saccharomyces cerevisiae and Saccharomyces paradoxus coexist in a natural woodland site in North America and display different levels of reproductive isolation from European conspecifics. FEMS Yeast Research 1, 299â€“306 (2002).
